"Date","Price","Open","High","Low","Vol.","Change %"
"01/30/2020","4.708","4.619","4.708","4.598","30.49M","0.86%"
"01/31/2020","4.668","4.820","4.850","4.650","31.43M","-0.85%"
"02/03/2020","4.665","4.700","4.718","4.612","19.11M","-0.06%"
"02/04/2020","4.785","4.700","4.816","4.697","18.49M","2.57%"
"02/05/2020","4.927","4.760","4.927","4.755","39.88M","2.97%"
"02/06/2020","5.100","4.981","5.137","4.970","49.68M","3.51%"
"02/07/2020","5.227","5.080","5.230","5.071","27.16M","2.49%"
"02/10/2020","5.242","5.202","5.290","5.197","27.47M","0.29%"
"02/11/2020","5.233","5.250","5.282","5.175","18.21M","-0.17%"
"02/12/2020","5.329","5.250","5.339","5.238","19.49M","1.83%"
"02/13/2020","5.298","5.280","5.305","5.192","21.91M","-0.58%"
"02/14/2020","5.243","5.308","5.313","5.233","12.77M","-1.04%"
"02/17/2020","5.228","5.248","5.268","5.205","10.32M","-0.29%"
"02/18/2020","5.168","5.222","5.249","5.159","15.64M","-1.15%"
"02/19/2020","5.174","5.198","5.210","5.145","13.89M","0.12%"
"02/20/2020","5.104","5.159","5.213","5.104","19.88M","-1.35%"
"02/21/2020","5.110","5.083","5.125","5.050","22.85M","0.12%"
"02/24/2020","4.912","5.000","5.000","4.903","37.14M","-3.87%"
"02/25/2020","4.754","4.950","4.950","4.738","34.67M","-3.22%"
"02/26/2020","4.742","4.739","4.787","4.629","32.62M","-0.25%"
"02/27/2020","4.547","4.665","4.697","4.492","49.77M","-4.11%"
"02/28/2020","4.335","4.420","4.420","4.235","68.81M","-4.66%"
"03/02/2020","4.286","4.420","4.431","4.142","41.82M","-1.13%"
"03/03/2020","4.249","4.370","4.454","4.226","36.43M","-0.86%"
"03/04/2020","4.327","4.278","4.359","4.190","34.59M","1.84%"
"03/05/2020","4.123","4.362","4.364","4.094","36.71M","-4.71%"
"03/06/2020","4.032","4.025","4.088","3.955","31.92M","-2.21%"
"03/09/2020","3.499","3.750","3.750","3.460","66.37M","-13.22%"
"03/10/2020","3.451","3.581","3.769","3.412","49.46M","-1.37%"
"03/11/2020","3.542","3.538","3.715","3.465","48.94M","2.64%"
"03/12/2020","3.008","3.341","3.402","2.954","71.57M","-15.08%"
"03/13/2020","3.045","3.310","3.436","2.949","44.19M","1.23%"
"03/16/2020","2.638","2.910","2.980","2.561","62.76M","-13.37%"
"03/17/2020","2.820","2.881","2.890","2.644","67.53M","6.90%"
"03/18/2020","2.708","2.779","2.973","2.660","44.61M","-3.97%"
"03/19/2020","2.803","2.714","2.840","2.649","36.97M","3.53%"
"03/20/2020","2.886","2.924","3.000","2.723","47.09M","2.94%"
"03/23/2020","2.784","2.707","2.940","2.690","28.91M","-3.52%"
"03/24/2020","3.091","2.904","3.091","2.850","28.73M","11.01%"
"03/25/2020","3.263","3.389","3.450","3.010","33.89M","5.58%"
"03/26/2020","3.280","3.120","3.322","3.094","19.79M","0.49%"
"03/27/2020","3.105","3.158","3.200","3.029","46.22M","-5.34%"
"03/30/2020","2.920","3.040","3.080","2.886","26.93M","-5.94%"
"03/31/2020","2.915","2.962","2.987","2.836","37.38M","-0.15%"
"04/01/2020","2.727","2.780","2.798","2.714","272.03M","-6.47%"
"04/02/2020","2.674","2.750","2.760","2.604","286.13M","-1.94%"
"04/03/2020","2.748","2.675","2.769","2.640","38.61M","2.77%"
"04/06/2020","2.971","2.886","2.995","2.830","31.79M","8.11%"
"04/07/2020","2.927","2.930","3.066","2.839","28.05M","-1.48%"
"04/08/2020","2.959","2.861","2.976","2.819","31.90M","1.09%"
"04/09/2020","3.004","3.015","3.068","2.923","22.52M","1.52%"
"04/14/2020","2.935","3.044","3.050","2.919","32.08M","-2.30%"
"04/15/2020","2.731","2.906","2.906","2.713","252.45M","-6.95%"
"04/16/2020","2.624","2.785","2.820","2.607","246.18M","-3.92%"
"04/17/2020","2.664","2.789","2.789","2.634","47.71M","1.52%"
"04/20/2020","2.658","2.675","2.689","2.553","22.94M","-0.23%"
"04/21/2020","2.479","2.586","2.597","2.479","31.76M","-6.73%"
"04/22/2020","2.585","2.508","2.585","2.483","29.27M","4.28%"
"04/23/2020","2.704","2.626","2.756","2.611","38.27M","4.60%"
"04/24/2020","2.593","2.618","2.655","2.582","35.73M","-4.11%"
"04/27/2020","2.686","2.690","2.706","2.621","20.91M","3.59%"
"04/28/2020","2.927","2.679","2.927","2.661","33.08M","8.97%"
"04/29/2020","3.162","2.924","3.162","2.903","37.33M","8.03%"
"04/30/2020","2.987","3.050","3.114","2.929","52.46M","-5.53%"
"05/04/2020","2.800","2.881","2.881","2.795","47.35M","-6.26%"
"05/05/2020","2.800","2.858","2.908","2.754","24.41M","0.00%"
"05/06/2020","2.719","2.801","2.820","2.698","27.12M","-2.89%"
"05/07/2020","2.693","2.738","2.744","2.672","18.70M","-0.96%"
"05/08/2020","2.727","2.720","2.735","2.646","13.91M","1.26%"
"05/11/2020","2.647","2.750","2.780","2.621","18.14M","-2.93%"
"05/12/2020","2.662","2.628","2.729","2.618","16.54M","0.57%"
